"record_id","county","county_type","year","month","month_num","assessment_month_std","assessment_period","assessment_date","gam_caseload_6_59","sam_caseload_6_59","mam_caseload_6_59","pregnant_breastfeeding_women_caseload","sam_rate","mam_rate","sam_prop","rainy_season_measured","rainy_season","climate_year","months_since_season_end","year_season","total_rainfall","mean_rainfall","rainfall_cv","max_rainfall","min_rainfall","rainfall_anomaly","rainfall_pct_normal","rainfall_ltm","rainfall_sd","mean_temp","max_temp","min_temp","temp_range","temp_anomaly","temp_ltm","mean_ndvi","max_ndvi","min_ndvi","ndvi_anomaly","ndvi_pct_normal","ndvi_ltm","mean_vci","min_vci","vci_anomaly","vci_ltm","mean_spei01","mean_spei02","mean_spei03","mean_spei06","min_spei03","drought_category","spei_category","multi_indicator_drought","drought_occurred","severe_drought","extreme_drought","veg_stress","current_rainfall","current_temp","current_ndvi","current_vci","rainfall_3m","rainfall_6m","rainfall_9m","rainfall_12m","temp_3m","temp_6m","ndvi_3m","ndvi_6m","vci_3m","vci_6m","spei03_3m","spei06_3m","low_rain_months_6m"
"Baringo_2025_Feb","Baringo","Arid ASAL",2025,"Feb",2,2,"Post-Short-Rains",2025-02-15,22193,5832,16361,4524,0.262785563015365,0.737214436984635,0.262785563015365,"OND","OND",2024,2,"2025_OND",206.047080993652,68.6823603312174,0.20932183864802,85.2243728637695,59.2024765014648,-0.552977739801644,74.9375191126967,274.958503341675,124.618799976906,22.8741620381673,23.6232242584229,22.3932056427002,1.2300186157227,0.595172822947616,22.3830828348796,0.558101316293081,0.582595109939575,0.543125033378601,0.584085943640072,107.192960082474,0.520651091138522,64.6223862965902,61.11900806427,8.98328627149264,55.6391000250975,0.260432710250219,0.22138237953186,0.231921342666667,-0.196031185487906,0.231921342666667,"Mild Drought","Normal","No Drought",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Embu_2025_Feb","Embu","Semi-Arid ASAL",2025,"Feb",2,2,"Post-Short-Rains",2025-02-15,2750,1158,1592,48,0.421090909090909,0.578909090909091,0.421090909090909,"OND","OND",2024,2,"2025_OND",289.918025970459,96.6393419901529,0.532614587504633,154.885101318359,57.2748146057129,-0.350642872201879,88.1830660742903,328.768366622925,110.797462981362,22.1505889892578,22.8765201568604,21.5603504180908,1.3161697387696,1.28279714557409,21.7119160970052,0.594366580247879,0.68820595741272,0.484856158494949,0.221449191104218,101.19932250076,0.587322687109312,62.9107515017191,55.1349699497223,1.44157608350116,61.469175418218,0.191333775719007,0.248863503336906,-0.217024073,0.123480137437582,-0.217024073,"Normal","Normal","No Drought",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garissa_2025_Feb","Garissa","Arid ASAL",2025,"Feb",2,2,"Post-Short-Rains",2025-02-15,44301,7974,36327,13284,0.179995936886301,0.8200040631137,0.179995936886301,"OND","OND",2024,2,"2025_OND",150.958828926087,50.3196096420289,1.4946796288256,137.166213989258,6.67355346679688,0.0365001037561587,102.075417028258,147.889504957199,84.0908286012646,28.1037871042887,28.8390579223633,27.3936061859131,1.4454517364502,1.45001816395901,27.5563552856445,0.414248625437419,0.48279345035553,0.29638534784317,0.409968808750994,106.430625923307,0.389219382901986,49.257622162501,37.3254239559174,4.87897406021752,44.3786481022835,0.160499989986419,0.189998259147008,-0.960932870666667,0.00495192408561733,-0.960932870666667,"Normal","Mild Drought","No Drought",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isiolo_2025_Feb","Isiolo","Arid ASAL",2025,"Feb",2,2,"Post-Short-Rains",2025-02-15,11496,1573,9923,2220,0.136830201809325,0.863169798190675,0.136830201809325,"OND","OND",2024,2,"2025_OND",101.836983203888,33.9456610679627,1.64999157758713,98.6180801391602,1.12478280067444,-0.256896599216822,83.5109541181968,121.944461393356,78.2707059990993,27.881877263387,28.9955253601074,27.0339984893799,1.9615268707275,1.11209606085701,27.3566315968831,0.300682837764422,0.339164257049561,0.236016318202019,0.140323317162316,103.886621393855,0.289433647692204,38.3713950713475,33.0272018909454,4.42302790780861,33.9483671635389,0.112390297154585,0.103679296871027,-1.06807043166667,-0.249768229822318,-1.06807043166667,"Normal","Moderate Drought","Single Indicator",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kajiado_2025_Feb","Kajiado","Semi-Arid ASAL",2025,"Feb",2,2,"Post-Short-Rains",2025-02-15,9871,3584,6287,802,0.363083780771958,0.636916219228042,0.363083780771958,"OND","OND",2024,2,"2025_OND",177.62889289856,59.2096309661866,1.20884860349502,141.613708496094,12.509838104248,0.0879739633201787,104.711583875642,169.636334705353,90.8514052517829,22.6020374298096,23.3101348876953,22.1670417785645,1.1430931091308,1.39517996271621,22.0373881657918,0.458878099918365,0.582320213317871,0.33304426074028,1.32599149076592,123.575878352183,0.371333067615827,64.3797715504964,59.1587960720062,20.0175767640273,44.3621947864691,0.285272965828578,0.231401059466104,-0.561272666,-0.0494778758535781,-0.561272666,"Normal","Mild Drought","No Drought",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kilifi_2025_Feb","Kilifi","Semi-Arid ASAL",2025,"Feb",2,2,"Post-Short-Rains",2025-02-15,24388,4670,19718,576,0.191487616860751,0.808512383139249,0.191487616860751,"OND","OND",2024,2,"2025_OND",135.185546875,45.0618489583333,0.750038538606908,84.0140609741211,23.4983940124512,-0.697472334568414,65.6618696727252,205.881354808807,101.360017351158,26.4607944488525,27.4207782745361,25.4509677886963,1.9698104858398,1.91201672602992,25.7326599756877,0.468867202599843,0.551250100135803,0.382541686296463,-0.343607549498219,93.7205697349532,0.50028206606706,46.8187361955642,38.4679943323135,-4.94291086991631,51.7616470654805,0.338028391202291,0.367974986632665,-1.48631580666667,0.326846346259117,-1.48631580666667,"Mild Drought","Moderate Drought","Single Indicator",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kitui_2025_Feb","Kitui","Semi-Arid ASAL",2025,"Feb",2,2,"Post-Short-Rains",2025-02-15,19393,7111,12282,480,0.366678698499459,0.633321301500541,0.366678698499459,"OND","OND",2024,2,"2025_OND",157.586191654206,52.5287305514019,1.5631814329576,147.313613891602,3.07728433609009,-0.403151212055283,83.966262020991,187.67798858881,74.6414646286067,25.7091935475667,26.4957695007324,25.0986709594727,1.3970985412597,1.65877704997847,24.9912380854289,0.490795195102691,0.58086884021759,0.313820362091064,0.629073581100737,108.172439201924,0.453715566297372,54.5795023441315,40.6479299068451,6.29970237612724,48.2797999680042,0.216697166363398,0.257783328493436,-1.25240018,0.123085673898458,-1.25240018,"Normal","Moderate Drought","Single Indicator",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kwale_2025_Feb","Kwale","Semi-Arid ASAL",2025,"Feb",2,2,"Post-Short-Rains",2025-02-15,11870,4409,7461,696,0.371440606571188,0.628559393428812,0.371440606571188,"OND","OND",2024,2,"2025_OND",168.569637298584,56.189879099528,0.39284392240845,80.6992645263672,37.8752784729004,-0.647059567436012,70.5949794936845,238.784172058105,108.513247146237,25.3089586893717,26.5392570495605,24.158655166626,2.3806018829345,1.82376576814698,24.6701115926107,0.456893304983775,0.566999316215515,0.379847675561905,-0.475287814263639,89.7149061058348,0.509272455175718,44.422173500061,37.4039053916931,-8.24066539605458,52.6628388961156,0.295165106654167,0.210552846391996,-0.868775454333333,-0.0853130302081505,-0.868775454333333,"Mild Drought","Mild Drought","No Drought",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laikipia_2025_Feb","Laikipia","Semi-Arid ASAL",2025,"Feb",2,2,"Post-Short-Rains",2025-02-15,5229,2024,3205,84,0.387072097915471,0.612927902084529,0.387072097915471,"OND","OND",2024,2,"2025_OND",210.285976409912,70.0953254699707,0.459039748263752,106.537239074707,45.6038055419922,-0.498359335806051,73.8410029520611,284.782123756409,149.482796837759,18.6080093383789,19.1362075805664,18.1507835388184,0.985424041748001,0.513496983993819,18.3965127944946,0.513987243175507,0.5334832072258,0.48101532459259,0.690746528238413,109.193768267379,0.470711150765419,59.6430401007335,57.4401378631592,10.2906867365043,49.3523533642292,0.185510622958342,0.18034753203392,0.0904147426666666,-0.199540197849274,0.0904147426666666,"Normal","Normal","No Drought",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lamu_2025_Feb","Lamu","Semi-Arid ASAL",2025,"Feb",2,2,"Post-Short-Rains",2025-02-15,1985,703,1282,36,0.354156171284635,0.645843828715365,0.354156171284635,"OND","OND",2024,2,"2025_OND",168.332996368408,56.1109987894695,1.04780799645942,123.999710083008,22.011531829834,-0.539332934596004,72.8188971814583,231.166637897492,116.502511711342,27.3498287200928,28.0904216766357,26.4316864013672,1.6587352752685,1.96772864507915,26.6668432871501,0.56901862223943,0.605443716049194,0.524610042572021,-0.254608584939715,96.9048206479149,0.587193308273951,56.6124598185221,53.2404184341431,-2.61022498210272,59.2226848006249,0.262501815954844,0.300289824604988,-1.35428261733333,0.277346255878607,-1.35428261733333,"Mild Drought","Moderate Drought","Single Indicator",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
